userid,name,editcount,registration,groups,emailable,gender,invalid,blockid,blockedby,blockedbyid,blockreason,blockedtimestamp,blockexpiry,blocknocreate,blockowntalk,blockedtimestampformatted,blockemail,blockpartial
,71.201.226.4,,,,,,,,,,,,,,,,,
5247547.0,Tpclemen,4.0,2007-09-05T02:00:28Z,"['*', 'user', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
388128.0,Chrishmt0423,55758.0,2005-09-08T00:35:47Z,"['extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
,216.47.142.240,,,,,,,,,,,,,,,,,
5793937.0,Ivan89,30.0,2007-11-12T01:59:53Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
17287.0,Morwen,57014.0,2003-08-01T11:46:35Z,"['sysop', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
682678.0,Kevlar67,26496.0,2005-12-15T13:05:33Z,"['extendedconfirmed', 'reviewer', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
19009.0,Ed g2s,27354.0,2003-08-11T00:06:30Z,"['sysop', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
508734.0,Hmains,1214350.0,2005-10-21T05:08:26Z,"['autoreviewer', 'extendedconfirmed', 'reviewer', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
2624727.0,Hillock65,4431.0,2006-10-31T18:53:54Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
2127832.0,Ekotkie,2115.0,2006-08-31T21:05:47Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
729553.0,Pilotguy,21089.0,2005-12-28T01:31:15Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
677067.0,Savidan,53757.0,2005-12-13T05:57:42Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
62.0,Mav,77874.0,2002-01-02T06:43:25Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
12980.0,Guaka,3615.0,2003-06-09T10:55:32Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,205.202.240.104,,,,,,,,,,,,,,,,,
2801827.0,Bogdan~enwiki,4173.0,2006-11-20T00:48:15Z,"['rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,75.175.96.234,,,,,,,,,,,,,,,,,
427947.0,Sardanaphalus,119752.0,2005-09-11T00:20:43Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
7470184.0,Ata Fida Aziz,1822.0,2008-07-13T17:58:38Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,1563150.0,YellowMonkey,435516.0,"per CU, socks of banned user Paknur",2009-09-07T03:42:42Z,infinite,,,"03:42, 7 September 2009",,
749938.0,Tymek,8492.0,2006-01-03T19:08:37Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
138076.0,Brock,125.0,2004-11-19T13:36:05Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
2372780.0,J.delanoy,310263.0,2006-10-01T17:57:01Z,"['extendedconfirmed', 'rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
,41.196.55.100,,,,,,,,,,,,,,,,,
7778003.0,Ivan2007,1585.0,2008-09-03T20:44:55Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
25261.0,Robbot,94607.0,2003-10-09T07:34:31Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
3312191.0,Lvivske,26507.0,2007-01-22T02:16:02Z,"['extendedconfirmed', 'rollbacker', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
,83.137.8.60,,,,,,,,,,,,,,,,,
,2001:690:2100:1E:B1BA:D566:31DD:4E2F,,,,,,,,,,,,,,,,,
15815756.0,RGloucester,41199.0,2011-11-28T17:07:06Z,"['extendedconfirmed', 'extendedmover', 'reviewer', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,135.0.167.2,,,,,,,,,,,,,,,,,
,88.70.230.93,,,,,,,,,,,,,,,,,
573503.0,AWeenieMan,15647.0,,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
1943326.0,CTF83!,48472.0,2006-08-06T03:06:39Z,"['autoreviewer', 'extendedconfirmed', 'filemover', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
57939.0,Beland,266646.0,2004-04-06T02:05:16Z,"['autoreviewer', 'sysop', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,82.132.249.59,,,,,,,,,,,,,,,,,
,92.6.95.209,,,,,,,,,,,,,,,,,
,74.109.10.155,,,,,,,,,,,,,,,,,
,92.4.158.211,,,,,,,,,,,,,,,,,
,212.137.36.230,,,,,,,,,,,,,,,,,
,92.4.150.139,,,,,,,,,,,,,,,,,
11015197.0,Chipmunkdavis,74326.0,2009-11-14T08:39:19Z,"['autoreviewer', 'extendedconfirmed', 'patroller', 'reviewer', 'rollbacker', 'temporary-account-viewer', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,99.72.108.237,,,,,,,,,,,,,,,,,
8185953.0,Khajidha,28849.0,2008-10-28T15:40:04Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,129.101.45.139,,,,,,,,,,,,,,,,,
,86.31.111.179,,,,,,,,,,,,,,,,,
557233.0,Hibernian,25515.0,2005-11-06T07:05:33Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
,203.206.76.42,,,,,,,,,,,,,,,,,
,68.196.156.221,,,,,,,,,,,,,,,,,
,216.241.207.54,,,,,,,,,,,,,,,,,
,82.32.190.167,,,,,,,,,,,,,,,,,
,168.216.133.7,,,,,,,,,,,,,,,,,
,62.25.109.197,,,,,,,,,,,,,,,,,
9101275.0,GiW,18638.0,2009-02-28T21:52:19Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
492056.0,Wittylama,12179.0,2005-10-12T01:28:15Z,"['autoreviewer', 'eventcoordinator', 'extendedconfirmed', 'ipblock-exempt', 'patroller', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
3085403.0,Nug,22427.0,2006-12-22T10:07:41Z,"['autoreviewer', 'extendedconfirmed', 'reviewer', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
12023796.0,Josve05a,160296.0,2010-03-28T19:17:02Z,"['autoreviewer', 'extendedconfirmed', 'patroller', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,77.164.74.49,,,,,,,,,,,,,,,,,
,75.36.145.155,,,,,,,,,,,,,,,,,
,208.54.192.190,,,,,,,,,,,,,,,,,
,183.171.98.130,,,,,,,,,,,,,,,,,
10274643.0,Double sharp,104021.0,2009-08-07T13:37:08Z,"['autoreviewer', 'extendedconfirmed', 'extendedmover', 'filemover', 'reviewer', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
,188.112.133.247,,,,,,,,,,,,,,,,,
817684.0,Jaywubba1887,21249.0,2006-01-20T23:24:22Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
,50.27.3.159,,,,,,,,,,,,,,,,,
,179.218.132.192,,,,,,,,,,,,,,,,,
11737418.0,Slightsmile,21115.0,2010-02-19T23:53:00Z,"['extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
528517.0,Garion,89.0,2005-12-25T15:43:45Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
84893.0,Wikiacc,19414.0,2004-07-11T22:03:45Z,"['sysop', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
41915.0,Wiglaf,20911.0,2004-01-31T20:46:45Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,80.128.44.46,,,,,,,,,,,,,,,,,
146242.0,BDD,112423.0,2004-12-04T16:21:53Z,"['autoreviewer', 'sysop', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
7595694.0,Neutronstar2,1234.0,2008-08-05T06:50:48Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
12965382.0,Mcc1789,12058.0,2010-08-26T07:32:31Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
30546763.0,Runaway4444,516.0,2017-03-09T02:09:43Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
20483999.0,Monkbot,3807626.0,2014-01-03T15:15:55Z,"['bot', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
398607.0,Rathfelder,548815.0,2005-08-23T12:33:15Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
45449968.0,AlexAmberst,455.0,2023-02-25T18:50:56Z,"['*', 'user', 'autoconfirmed']",,unknown,,23677709.0,Spicy,36664386.0,{{checkuserblock-account}}: Abusing [[WP:SOCK|multiple accounts]]: Please see: [[:w:en:Wikipedia:Sockpuppet investigations/Bodiadub]],2024-01-05T16:37:47Z,infinite,,,"16:37, 5 January 2024",,
46394232.0,Slmad2,4.0,2023-08-15T18:05:12Z,"['*', 'user']",,unknown,,,,,,,,,,,,
36722001.0,VictimOfEntropy,1048.0,2019-06-12T00:08:50Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
46242311.0,IntentionallyDense,36756.0,2023-07-16T00:21:07Z,"['extendedconfirmed', 'patroller', 'reviewer', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,72.0.169.227,,,,,,,,,,,,,,,,,
6173549.0,Sergm,34.0,2008-01-11T21:20:04Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,98.117.156.103,,,,,,,,,,,,,,,,,
11292982.0,EmausBot,3042204.0,2009-12-24T03:36:36Z,"['bot', 'templateeditor', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,24.90.103.25,,,,,,,,,,,,,,,,,
,69.180.125.137,,,,,,,,,,,,,,,,,
332929.0,Zwobot,18852.0,2005-07-14T08:58:30Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,66.210.182.3,,,,,,,,,,,,,,,,,
,81.170.153.22,,,,,,,,,,,,,,,,,
,86.130.54.113,,,,,,,,,,,,,,,,,
505495.0,B.Wind,15684.0,2005-10-16T22:43:54Z,"['reviewer', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
1392310.0,Thijs!bot,470128.0,2006-05-07T13:00:18Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
13646456.0,Loginnigol,38612.0,2010-12-19T11:06:19Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
,85.54.80.106,,,,,,,,,,,,,,,,,
29395.0,Chris Roy,3991.0,2003-11-06T21:23:35Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,80.50.133.73,,,,,,,,,,,,,,,,,
,134.84.5.107,,,,,,,,,,,,,,,,,
,24.207.56.248,,,,,,,,,,,,,,,,,
1001668.0,Tufkaa,2262.0,2006-02-27T20:54:13Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
48143.0,Ezhiki,165318.0,2004-03-01T20:22:53Z,"['autoreviewer', 'sysop', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
,188.163.4.214,,,,,,,,,,,,,,,,,
196446.0,BD2412,2551886.0,2005-02-20T18:14:10Z,"['autoreviewer', 'sysop', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
8024439.0,LilHelpa,414054.0,2008-10-07T13:25:58Z,"['extendedconfirmed', 'reviewer', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
,2A02:C7D:A1B2:5800:F52B:F15F:8312:D950,,,,,,,,,,,,,,,,,
11424107.0,AMY 81-412,530.0,2010-01-12T22:09:43Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
26060646.0,Karina.mkrtchan,2.0,2015-08-21T14:19:50Z,"['*', 'user', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,209.189.162.64,,,,,,,,,,,,,,,,,
13756482.0,BlackcurrantTea,28819.0,2011-01-09T11:44:26Z,"['extendedconfirmed', 'reviewer', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
4608213.0,Retepretep,5118.0,2007-06-10T17:57:05Z,"['*', 'user', 'autoconfirmed']",,unknown,,2416081.0,The Rambling Man,270413.0,[[WP:Disruptive editing|Disruptive editing]],2011-03-04T09:48:51Z,infinite,,,"09:48, 4 March 2011",,
6424546.0,Zodon,13210.0,2008-02-12T16:18:42Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
107928.0,Darwinek,181406.0,2004-09-28T11:02:44Z,"['autoreviewer', 'sysop', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
,206.130.173.55,,,,,,,,,,,,,,,,,
,96.49.78.54,,,,,,,,,,,,,,,,,
9448350.0,Soc8675309,973.0,2009-04-13T20:17:04Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,66.215.84.69,,,,,,,,,,,,,,,,,
18872885.0,WikiCleanerBot,1016069.0,2013-04-20T08:26:16Z,"['bot', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
41539557.0,Tweedle,4909.0,2021-03-31T09:56:52Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
13314572.0,Rich Smith,34869.0,2010-10-25T13:22:19Z,"['accountcreator', 'extendedconfirmed', 'extendedmover', 'ipblock-exempt', 'patroller', 'reviewer', 'rollbacker', 'temporary-account-viewer', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
40628262.0,Кокушев Сергей,757.0,2020-11-22T15:44:13Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
2156376.0,Amitchell125,98453.0,2006-09-04T22:52:31Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
,99.232.186.156,,,,,,,,,,,,,,,,,
34273584.0,SpinnDoctor,20743.0,2018-07-24T22:05:26Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
553121.0,Mattythewhite,480470.0,,"['autoreviewer', 'sysop', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
9755426.0,Jonesey95,426217.0,2009-05-24T22:23:02Z,"['autoreviewer', 'extendedconfirmed', 'extendedmover', 'massmessage-sender', 'templateeditor', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
27823944.0,GreenC bot,3248013.0,2016-03-13T16:05:44Z,"['bot', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
10951369.0,Onel5969,996011.0,2009-11-06T03:47:43Z,"['autoreviewer', 'extendedconfirmed', 'extendedmover', 'patroller', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
39513455.0,Belevalo,1836.0,2020-06-13T20:02:37Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,12871992.0,Bbb23,7583140.0,edit-warring across multiple articles ([[African diaspora]] and [[Afro-Germans]]) after just coming off a block for edit-warring at African diaspora; personal attacks (accusing two users of being socks),2022-01-24T21:36:24Z,infinite,,,"21:36, 24 January 2022",,
5962983.0,Footballfan190,2220.0,2007-12-07T02:09:13Z,"['*', 'user', 'autoconfirmed']",,unknown,,1015744.0,Gwen Gale,2831870.0,[[WP:Disruptive editing|Disruptive editing]]: trolling own talk page with overwhelming incivility while blocked,2008-08-10T04:51:20Z,infinite,,,"04:51, 10 August 2008",,
133598.0,Denniss,45808.0,2004-11-12T00:53:30Z,"['autoreviewer', 'extendedconfirmed', 'filemover', 'reviewer', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,66.32.144.148,,,,,,,,,,,,,,,,,
,24.185.133.119,,,,,,,,,,,,,,,,,
1493499.0,Zé da Silva,2078.0,2006-05-23T23:04:41Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,204.186.234.250,,,,,,,,,,,,,,,,,
,71.198.232.146,,,,,,,,,,,,,,,,,
,91.90.15.34,,,,,,,,,,,,,,,,,
224287.0,Yamamoto Ichiro,47174.0,2005-03-30T07:21:07Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,69.209.199.131,,,,,,,,,,,,,,,,,
6838232.0,Author23,745.0,2008-04-07T13:14:32Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
16752040.0,Dexbot,193024.0,2012-05-02T13:43:01Z,"['bot', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
28903366.0,Bender the Bot,1082028.0,2016-08-05T21:55:58Z,"['bot', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
34581532.0,DannyS712,156608.0,2018-09-05T16:14:57Z,"['extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
88026.0,Bender235,473019.0,2004-10-02T12:16:43Z,"['autoreviewer', 'extendedconfirmed', 'reviewer', 'rollbacker', 'templateeditor', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
18915484.0,Paintspot,37444.0,2013-04-27T15:20:18Z,"['extendedconfirmed', 'extendedmover', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
41647317.0,FaithHopeLoveTruth,37.0,2021-04-17T03:06:09Z,"['*', 'user', 'autoconfirmed']",,male,,19242062.0,Bbb23,7583140.0,[[WP:Edit warring|Edit warring]]; extending indefinitely per [[Special:Diff/1149481424]],2023-04-12T14:11:17Z,infinite,,,"14:11, 12 April 2023",,
29727696.0,Jon Kolbert,140328.0,2016-11-23T09:45:35Z,"['extendedconfirmed', 'extendedmover', 'filemover', 'ipblock-exempt', 'patroller', 'rollbacker', 'templateeditor', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
31348985.0,Houndground,1961.0,2017-06-19T18:25:50Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,7736518.0,GiantSnowman,1005449.0,[[WP:Blocking policy#Evasion of blocks|Block evasion]],2017-08-15T20:41:30Z,infinite,,,"20:41, 15 August 2017",,
,114.17.235.146,,,,,,,,,,,,,,,,,
26557663.0,Mediocre Legacy,336569.0,2015-10-18T22:21:37Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
17371796.0,Krupolskiy Anonim,1178.0,2012-08-22T15:44:46Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
40163902.0,Olksder,1673.0,2020-09-15T21:43:23Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
16416757.0,Neils51,121568.0,2012-03-04T21:00:09Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
40878862.0,Козак Око,10.0,2020-12-30T11:49:19Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,2603:8000:D300:D0F:E4D7:CD24:928D:1C95,,,,,,,,,,,,,,,,,
27015025.0,InternetArchiveBot,5825018.0,2015-12-09T19:25:30Z,"['bot', 'reviewer', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
577301.0,Colonies Chris,447696.0,2005-11-13T19:38:22Z,"['autoreviewer', 'extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
,41.246.128.43,,,,,,,,,,,,,,,,,
19502098.0,Rkieferbaum,29866.0,2013-08-09T23:55:13Z,"['autoreviewer', 'extendedconfirmed', 'patroller', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
2774838.0,Erdeniss,1062.0,2006-11-16T19:35:38Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
372315.0,"Chase me ladies, I'm the Cavalry",31859.0,2005-08-08T00:35:30Z,"['autoreviewer', 'extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
7582539.0,Licor,1642.0,2008-08-02T20:53:34Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
5870894.0,Thehelpfulone,24738.0,2007-11-22T20:49:56Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
5449888.0,Zlerman,6985.0,2007-09-29T16:09:15Z,"['autoreviewer', 'extendedconfirmed', 'rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,64.129.80.129,,,,,,,,,,,,,,,,,
6902939.0,LokiiT,3259.0,2008-04-15T23:25:06Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,83.99.244.75,,,,,,,,,,,,,,,,,
7147245.0,RODRIGÃO Shakhtar,903.0,2008-05-20T17:13:40Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
9810518.0,AmphBot,4582.0,2009-06-01T14:18:58Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
9612020.0,Orion6767,2064.0,2009-05-05T12:31:49Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
12736969.0,Inferiouss,534.0,2010-07-15T16:06:50Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
27412894.0,GhostOrchid35,6081.0,2016-01-26T00:59:49Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
17571015.0,Cathry,2091.0,2012-09-24T14:44:10Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,female,,7894911.0,Cyberpower678,14836860.0,"Community site-banned per [[Special:Diff/804928449|this discussion]]., continuing to use talk page after block to continue the editing that led to the ban",2017-10-12T00:08:14Z,infinite,,,"00:08, 12 October 2017",,
,93.73.13.209,,,,,,,,,,,,,,,,,
3138265.0,WOSlinker,868714.0,2006-12-31T14:31:44Z,"['sysop', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,2402:800:6294:2AF2:51B3:F466:163F:FF18,,,,,,,,,,,,,,,,,
29999.0,Buncic,528.0,2005-01-05T15:34:33Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
185509.0,Tokek,7145.0,2005-02-06T10:44:34Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
82928.0,Guanabot,32249.0,2004-07-08T23:27:26Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,24.7.195.195,,,,,,,,,,,,,,,,,
15795.0,Alpdpedia,114.0,2003-07-16T20:30:44Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,82.82.129.206,,,,,,,,,,,,,,,,,
9784415.0,Tom.Reding,4378779.0,2009-05-28T16:56:21Z,"['autoreviewer', 'extendedconfirmed', 'extendedmover', 'templateeditor', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
5731533.0,Narking,4001.0,2007-11-03T11:15:09Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
2747.0,Imran,3486.0,2002-01-07T00:13:44Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
30215100.0,Home Lander,41975.0,2017-01-28T22:44:39Z,"['abusefilter-helper', 'extendedconfirmed', 'extendedmover', 'patroller', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
27908728.0,Vladyslav Lesiuk,50.0,2016-03-23T18:09:11Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,89.64.153.153,,,,,,,,,,,,,,,,,
34738.0,Cautious,5148.0,2002-10-01T14:29:08Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,83.16.78.126,,,,,,,,,,,,,,,,,
,209.23.49.180,,,,,,,,,,,,,,,,,
30707369.0,Magic links bot,291110.0,2017-03-28T02:23:41Z,"['bot', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
6665335.0,The Other Saluton,4630.0,2008-03-14T11:39:18Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,213.110.96.153,,,,,,,,,,,,,,,,,
,109.104.160.46,,,,,,,,,,,,,,,,,
3106684.0,Sannita,1541.0,2006-12-26T13:14:09Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
547792.0,Djln,279350.0,2005-11-02T17:52:13Z,"['autoreviewer', 'extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
13975403.0,Widr,304773.0,2011-02-10T21:04:38Z,"['abusefilter', 'autoreviewer', 'sysop', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,2A02:C7F:B8F8:F700:F512:9886:F480:D13A,,,,,,,,,,,,,,,,,
29695.0,Postdlf,91226.0,2003-11-09T11:10:45Z,"['sysop', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
