userid,user,pageid,revid,parentid,ns,title,timestamp,comment,size,username,top,texthidden,new
0,212.137.36.230,292705,476624821,476623708,0,French West Africa,2012-02-13T10:18:50Z,/* History */ Added line on the 6 africans in the cionstituent assemblies 1945/46,21281,212.137.36.230,,,
0,212.137.36.230,9081291,476624781,428159573,0,June 1946 French legislative election,2012-02-13T10:18:33Z,Corrected 'National' Assembly to 'Constituent' Assembly,6075,212.137.36.230,,,
0,212.137.36.230,292705,476623708,476623491,0,French West Africa,2012-02-13T10:09:08Z,/* History */ amended French 4th republic with french government - reform process pre-dated 4th rpeublic,21209,212.137.36.230,,,
0,212.137.36.230,292705,476623491,476622878,0,French West Africa,2012-02-13T10:07:25Z,/* History */ Added date French Union established,21218,212.137.36.230,,,
0,212.137.36.230,292705,476622878,476616734,0,French West Africa,2012-02-13T10:02:44Z,/* History */ Added link,21121,212.137.36.230,,,
0,212.137.36.230,292705,476616734,476616468,0,French West Africa,2012-02-13T09:07:27Z,/* History */ corrected spelling error,21117,212.137.36.230,,,
0,212.137.36.230,292705,476616468,473554167,0,French West Africa,2012-02-13T09:04:45Z,/* History */ Added info on when loi cadre implemented and 1st universal sufferage elections,21117,212.137.36.230,,,
0,212.137.36.230,22264465,476127868,442974622,0,Compliments slip,2012-02-10T15:12:25Z,/* External links */ advert,5433,212.137.36.230,,,
0,212.137.36.230,29619469,475957122,423486063,0,1959 French Sudan parliamentary election,2012-02-09T15:29:19Z,Added precise date of the elections 8 march,1027,212.137.36.230,,,
0,212.137.36.230,861366,474788963,468747675,0,Omega SA,2012-02-03T14:24:13Z,Added line about rfc selecting omega 1917 and us army 1918,23623,212.137.36.230,,,
0,212.137.36.230,8953062,474583776,451190158,10,Template:Malagasy elections,2012-02-02T14:32:40Z,Added missing elections in 40s and 50s,2680,212.137.36.230,,,
0,212.137.36.230,8769014,474581524,467378769,10,Template:Republic of the Congo elections,2012-02-02T14:16:13Z,"Added Assembly elections 1952 & 1957, plus French elections 1945 and Jun 1946",2806,212.137.36.230,,,
0,212.137.36.230,8771000,474580182,466672425,10,Template:Gabonese elections,2012-02-02T14:05:35Z,Added French elections 1945 and Jun 1946,2375,212.137.36.230,,,
0,212.137.36.230,8820825,474579825,419861904,10,Template:Central African elections,2012-02-02T14:02:44Z,Added french elections 1945 anf jun 1946,2717,212.137.36.230,,,
0,212.137.36.230,8855999,474579394,428422385,10,Template:Chadian elections,2012-02-02T13:59:13Z,Added French elections 1945 and Jun 1946,2027,212.137.36.230,,,
0,212.137.36.230,27279,474046391,474025198,0,History of Senegal,2012-01-30T15:31:32Z,Added when universal sufferage was granted with ref,51173,212.137.36.230,,,
0,212.137.36.230,27279,474025198,473591778,0,History of Senegal,2012-01-30T12:39:35Z,/* List of députies elected to the French Parliament */ Refs added,50549,212.137.36.230,,,
0,212.137.36.230,2711441,474024168,465261230,10,Template:Planes of existence,2012-01-30T12:31:05Z,,4590,212.137.36.230,,,
0,212.137.36.230,838378,474022359,471873107,0,Astral plane,2012-01-30T12:15:16Z,/* History */,15386,212.137.36.230,,,
0,212.137.36.230,288281,474010416,473869479,0,Astral projection,2012-01-30T10:17:25Z,/* Western philosophies */,32911,212.137.36.230,,,
0,212.137.36.230,292705,473554167,473553100,0,French West Africa,2012-01-27T18:32:50Z,Repositioned images,20611,212.137.36.230,,,
0,212.137.36.230,292705,473553100,473552569,0,French West Africa,2012-01-27T18:25:37Z,Ref added for previous entry,20613,212.137.36.230,,,
0,212.137.36.230,292705,473552569,473548150,0,French West Africa,2012-01-27T18:22:25Z,/* History */ Added africans elected to Constitutiional assembly 1945,20484,212.137.36.230,,,
0,212.137.36.230,292705,473548150,473547572,0,French West Africa,2012-01-27T17:51:01Z,/* History */ Minor intro change,19808,212.137.36.230,,,
0,212.137.36.230,292705,473547572,473546400,0,French West Africa,2012-01-27T17:47:02Z,Moved section from local gov to history where it is more appropriate,19771,212.137.36.230,,,
0,212.137.36.230,292705,473546400,473546060,0,French West Africa,2012-01-27T17:39:16Z,/* Grand Council of French West Africa */ Minor wording change,19829,212.137.36.230,,,
0,212.137.36.230,292705,473546060,473537800,0,French West Africa,2012-01-27T17:37:03Z,/* Grand Council of French West Africa */,19828,212.137.36.230,,,
0,212.137.36.230,30139,473545856,468969688,0,History of Togo,2012-01-27T17:35:41Z,Added further reading section,23527,212.137.36.230,,,
0,212.137.36.230,16052851,473545644,437090080,0,French Dahomey,2012-01-27T17:34:18Z,Added further reading section,4191,212.137.36.230,,,
0,212.137.36.230,42543,473545340,471747080,0,History of Burkina Faso,2012-01-27T17:32:17Z,Added further reading section,10482,212.137.36.230,,,
0,212.137.36.230,42547,473543788,464483168,0,History of Ivory Coast,2012-01-27T17:21:51Z,Added further reading section,32753,212.137.36.230,,,
0,212.137.36.230,12177,473543593,459318041,0,History of Guinea,2012-01-27T17:20:34Z,Added further reading section,12703,212.137.36.230,,,
0,212.137.36.230,21374,473543381,469944307,0,History of Niger,2012-01-27T17:19:20Z,Added further reading section,25630,212.137.36.230,,,
0,212.137.36.230,19128,473543206,472252865,0,History of Mali,2012-01-27T17:18:13Z,Added further reading section,15245,212.137.36.230,,,
0,212.137.36.230,27279,473542790,473542512,0,History of Senegal,2012-01-27T17:15:29Z,/* English Language */ Added Book,50213,212.137.36.230,,,
0,212.137.36.230,27279,473542512,473541895,0,History of Senegal,2012-01-27T17:13:45Z,/* English Language */ Standardized name format,50085,212.137.36.230,,,
0,212.137.36.230,27279,473541895,473539012,0,History of Senegal,2012-01-27T17:09:58Z,/* Further Reading */ Split into English and French sections,50081,212.137.36.230,,,
0,212.137.36.230,27279,473539012,473514175,0,History of Senegal,2012-01-27T16:52:09Z,Changed Bibliography to further reading and moved section up,50336,212.137.36.230,,,
0,212.137.36.230,19180,473538382,465473821,0,History of Mauritania,2012-01-27T16:48:40Z,/* Further reading */ Added book,20367,212.137.36.230,,,
0,212.137.36.230,292705,473537800,473534086,0,French West Africa,2012-01-27T16:45:10Z,Added further reading section,19829,212.137.36.230,,,
0,212.137.36.230,292705,473534086,473531694,0,French West Africa,2012-01-27T16:21:37Z,/* See also */ Added link,19680,212.137.36.230,,,
0,212.137.36.230,292705,473531694,470860936,0,French West Africa,2012-01-27T16:06:23Z,/* Grand Council of French West Africa */ Slight rewording,19662,212.137.36.230,,,
0,212.137.36.230,8870506,473528983,465370400,10,Template:Ivorian elections,2012-01-27T15:48:21Z,,2558,212.137.36.230,,,
0,212.137.36.230,8885698,473528110,466681334,10,Template:Guinean elections,2012-01-27T15:43:10Z,,2222,212.137.36.230,,,
0,212.137.36.230,8936930,473527430,467378654,10,Template:Burkinabé elections,2012-01-27T15:38:48Z,,2486,212.137.36.230,,,
0,212.137.36.230,8936248,473526907,418612432,10,Template:Nigerien elections,2012-01-27T15:35:37Z,,2786,212.137.36.230,,,
0,212.137.36.230,8935302,473526441,458101152,10,Template:Malian elections,2012-01-27T15:32:23Z,,2415,212.137.36.230,,,
0,212.137.36.230,8921957,473524612,464208836,10,Template:Mauritanian elections,2012-01-27T15:19:50Z,Added early 1940 elections and refs,2438,212.137.36.230,,,
0,212.137.36.230,8887332,473519160,473489937,10,Template:Senegalese elections,2012-01-27T14:42:34Z,Added french legislative elections where senegal sent a deputy,3703,212.137.36.230,,,
0,212.137.36.230,27279,473514175,473513162,0,History of Senegal,2012-01-27T14:07:53Z,/* Modern Colonialism */ Added details of Senegals colonial political development,50336,212.137.36.230,,,
0,212.137.36.230,27279,473513162,471751201,0,History of Senegal,2012-01-27T14:00:18Z,/* See also */ Added link to Four Communes,47155,212.137.36.230,,,
0,212.137.36.230,11420385,473512940,473512763,0,Four Communes,2012-01-27T13:58:45Z,Added See also section,3908,212.137.36.230,,,
0,212.137.36.230,11420385,473512763,473511855,0,Four Communes,2012-01-27T13:57:27Z,Added links,3870,212.137.36.230,,,
0,212.137.36.230,11420385,473511855,473509786,0,Four Communes,2012-01-27T13:50:19Z,Added paragraph on the history of parliamentary representation,3837,212.137.36.230,,,
0,212.137.36.230,11420385,473509786,473509665,0,Four Communes,2012-01-27T13:33:17Z,/* List of députies elected to the French Parliament */ Standardized spacing,3165,212.137.36.230,,,
0,212.137.36.230,11420385,473509665,473509015,0,Four Communes,2012-01-27T13:32:16Z,/* List of députies elected to the French Parliament */ Translated photo caption from french,3164,212.137.36.230,,,
0,212.137.36.230,11420385,473509015,473508829,0,Four Communes,2012-01-27T13:26:53Z,/* List of députies elected to the French Parliament */ Headers in bold,3159,212.137.36.230,,,
0,212.137.36.230,11420385,473508829,473508302,0,Four Communes,2012-01-27T13:25:12Z,/* List of députies elected to the French Parliament */ Added ethnicity of deputies,3137,212.137.36.230,,,
0,212.137.36.230,11420385,473508302,473505574,0,Four Communes,2012-01-27T13:20:19Z,Added list of Deputies to French Parliament fron French Wikipedia,3024,212.137.36.230,,,
0,212.137.36.230,11420385,473505574,416216581,0,Four Communes,2012-01-27T12:53:49Z,Added date diagne elected,2258,212.137.36.230,,,
0,212.137.36.230,8887332,473489937,433607476,10,Template:Senegalese elections,2012-01-27T10:19:44Z,Added French elections and refs in late 1940s,2638,212.137.36.230,,,
0,212.137.36.230,10839994,473483652,393830089,1,Talk:Beatific vision,2012-01-27T09:18:47Z,,2186,212.137.36.230,,,
0,212.137.36.230,1126101,473483451,473355476,0,Beatific vision,2012-01-27T09:16:52Z,/* Platonism */,14736,212.137.36.230,,,
0,212.137.36.230,14643,473314269,473162218,0,History of Indonesia,2012-01-26T10:57:57Z,/* Prehistory */ Added line on 1mya stone tools on Flores,80750,212.137.36.230,,,
0,212.137.36.230,26812465,473313851,473162447,0,Prehistoric Indonesia,2012-01-26T10:53:21Z,/* Human migration */ Added line on 1ma tools on Flores,16189,212.137.36.230,,,
0,212.137.36.230,2994991,473190389,473190249,0,Emily Maitlis,2012-01-25T17:50:08Z,/* Career */,7502,212.137.36.230,,,
0,212.137.36.230,2994991,473190249,465479558,0,Emily Maitlis,2012-01-25T17:49:05Z,/* Career */,7536,212.137.36.230,,,
0,212.137.36.230,316532,473152624,472772318,0,Spring (season),2012-01-25T13:20:39Z,/* Paganism */,19128,212.137.36.230,,,
0,212.137.36.230,1270154,472993978,461471862,0,Pre-colonial history of the Democratic Republic of the Congo,2012-01-24T15:42:58Z,Added paleolithic section and line to intro with refs,19084,212.137.36.230,,,
0,212.137.36.230,8022,472992695,472991203,0,History of the Democratic Republic of the Congo,2012-01-24T15:34:32Z,/* Early Congolese history */ Added Ishango bone info,23336,212.137.36.230,,,
0,212.137.36.230,8022,472991203,472990751,0,History of the Democratic Republic of the Congo,2012-01-24T15:23:57Z,/* Early Congolese history */ Added link to semliki harpoon,22321,212.137.36.230,,,
0,212.137.36.230,8022,472990751,472990480,0,History of the Democratic Republic of the Congo,2012-01-24T15:20:56Z,/* Early Congolese history */ added ref,22296,212.137.36.230,,,
0,212.137.36.230,8022,472990480,472924948,0,History of the Democratic Republic of the Congo,2012-01-24T15:18:59Z,/* Early Congolese history */ Added 90k katanda harpoon info,22232,212.137.36.230,,,
0,212.137.36.230,161010,472987712,472987430,0,History of Timor-Leste,2012-01-24T14:59:14Z,/* Pre-colonial history */ Added missing word space,42709,212.137.36.230,,,
0,212.137.36.230,161010,472987430,472986324,0,History of Timor-Leste,2012-01-24T14:57:11Z,/* Pre-colonial history */ Added 'later' not seafarers - as they clearly were earlier,42708,212.137.36.230,,,
0,212.137.36.230,15783414,472987292,472987096,0,Pre-colonial Timor,2012-01-24T14:56:11Z,/* The Timorese in their region */ Added 'later' not seafarers - as they clealy were earlier,5094,212.137.36.230,,,
0,212.137.36.230,15783414,472987096,472986937,0,Pre-colonial Timor,2012-01-24T14:54:50Z,Fixed layout errors,5088,212.137.36.230,,,
0,212.137.36.230,15783414,472986937,458696675,0,Pre-colonial Timor,2012-01-24T14:53:46Z,/* Early history */ Replaced lead in to show 2011 evidence of advanced maritime skills with ref,5089,212.137.36.230,,,
0,212.137.36.230,161010,472986324,462966804,0,History of Timor-Leste,2012-01-24T14:49:17Z,/* Pre-colonial history */ Added deep sea fishing evidence 42k found 2011 with ref,42702,212.137.36.230,,,
0,212.137.36.230,413445,472983619,445964389,0,Early history of Uganda,2012-01-24T14:29:06Z,/* Earliest history */ Added paleolithic evidence with ref,19167,212.137.36.230,,,
0,212.137.36.230,49942,472955528,464102734,0,Theurgy,2012-01-24T10:07:27Z,/* Neoplatonism */,11298,212.137.36.230,,,
0,212.137.36.230,6771226,472810973,472810256,0,List of human evolution fossils,2012-01-23T15:18:17Z,"/* Lower Paleolithic: 2.58 million - 300,000 */ Fixed spelling errors",30937,212.137.36.230,,,
0,212.137.36.230,6771226,472810256,472808122,0,List of human evolution fossils,2012-01-23T15:13:26Z,"/* Lower Paleolithic: 2.58 million - 300,000 */ Standardized species names",31001,212.137.36.230,,,
0,212.137.36.230,6771226,472808122,472806957,0,List of human evolution fossils,2012-01-23T14:56:49Z,"/* Middle Paleolithic: 300,000 - 50,000 years old */ rationalised species names",31340,212.137.36.230,,,
0,212.137.36.230,6771226,472806957,472804842,0,List of human evolution fossils,2012-01-23T14:47:47Z,"/* Upper Paleolithic: 50,000 - 10,000 years old */ Added Iwo Ereru Skull with refs",31491,212.137.36.230,,,
0,212.137.36.230,6771226,472804842,472804470,0,List of human evolution fossils,2012-01-23T14:33:18Z,"/* Upper Paleolithic: 50,000 - 10,000 years old */ Hobbit not erectus",31278,212.137.36.230,,,
0,212.137.36.230,6771226,472804470,472803855,0,List of human evolution fossils,2012-01-23T14:30:38Z,/* 5.3 million - 2.58 million years old */ Added ref,31327,212.137.36.230,,,
0,212.137.36.230,6771226,472803855,472803443,0,List of human evolution fossils,2012-01-23T14:26:25Z,/* 5.3 million - 2.58 million years old */ Added ref,31257,212.137.36.230,,,
0,212.137.36.230,6771226,472803443,472802215,0,List of human evolution fossils,2012-01-23T14:23:11Z,/* 5.3 million - 2.58 million years old */ Added refs,31179,212.137.36.230,,,
0,212.137.36.230,6771226,472802215,472801647,0,List of human evolution fossils,2012-01-23T14:13:32Z,/* 7 million - 5.3 million years old */ Added better ref,31064,212.137.36.230,,,
0,212.137.36.230,6771226,472801647,472785600,0,List of human evolution fossils,2012-01-23T14:08:53Z,/* 7 million - 5.3 million years old */ Added refs,31072,212.137.36.230,,,
0,212.137.36.230,6771226,472785600,472784696,0,List of human evolution fossils,2012-01-23T11:43:33Z,"/* Middle Paleolithic: 300,000 - 50,000 years old */ Added Teshik-Tash Skull",30926,212.137.36.230,,,
0,212.137.36.230,6771226,472784696,472774723,0,List of human evolution fossils,2012-01-23T11:34:34Z,"/* Middle Paleolithic: 300,000 - 50,000 years old */ Updated find year Obi-Rakhmat plus link",30736,212.137.36.230,,,
0,212.137.36.230,6771226,472774723,472773939,0,List of human evolution fossils,2012-01-23T09:46:56Z,Redated STS fossils 2.04-2.58 to match main africanus Wiki page,30618,212.137.36.230,,,
0,212.137.36.230,6771226,472773939,472712137,0,List of human evolution fossils,2012-01-23T09:39:22Z,Redated Mrs Ples 2.04 ma as in africanus wiki article and resorted,30658,212.137.36.230,,,
0,212.137.36.230,16653,472072426,472071156,0,History of Kenya,2012-01-19T15:45:13Z,/* Prehistory */ Added Turkana boy info,60700,212.137.36.230,,,
0,212.137.36.230,16653,472071156,472069315,0,History of Kenya,2012-01-19T15:35:59Z,/* Prehistory */ Added more detail on anamensis,60507,212.137.36.230,,,
0,212.137.36.230,16653,472069315,467759492,0,History of Kenya,2012-01-19T15:20:32Z,/* Prehistory */ Added more detail on Turgenensis discovery + moved to article start - with ref,60460,212.137.36.230,,,
0,212.137.36.230,2613507,472058725,435501816,0,Tugen Hills,2012-01-19T13:33:42Z,Rewording of fossil find giving date discoverer context etc...,1940,212.137.36.230,,,
0,212.137.36.230,6771226,472049656,471958125,0,List of human evolution fossils,2012-01-19T12:15:46Z,/* 7 million - 3.5 million years old */ Updated lh4 discoverer and date with ref,30055,212.137.36.230,,,
0,212.137.36.230,30119,472045751,472042596,0,History of Tanzania,2012-01-19T11:44:11Z,/* Prehistory */ Changed Laetoli fossil finds sentence and added ref,41813,212.137.36.230,,,
0,212.137.36.230,30119,472042596,472042002,0,History of Tanzania,2012-01-19T11:20:51Z,/* Prehistory */ minor rewording,41562,212.137.36.230,,,
0,212.137.36.230,30119,472042002,472041528,0,History of Tanzania,2012-01-19T11:16:45Z,/* Prehistory */ Added name of oldest fossil,41563,212.137.36.230,,,
0,212.137.36.230,30119,472041528,472040313,0,History of Tanzania,2012-01-19T11:13:33Z,/* Prehistory */ Minor rewording,41557,212.137.36.230,,,
0,212.137.36.230,30119,472040313,472036795,0,History of Tanzania,2012-01-19T11:04:26Z,/* Prehistory */ Added oldest fossil and scientific names of hominids found,41556,212.137.36.230,,,
0,212.137.36.230,30119,472036795,472031975,0,History of Tanzania,2012-01-19T10:36:46Z,/* Prehistory */ Added line about discovery of first oldowan technology by Louis Leakey,41055,212.137.36.230,,,
0,212.137.36.230,6771226,471851674,471766653,0,List of human evolution fossils,2012-01-17T11:55:22Z,/* 2.5 million - 1 million years old */ Added 1.2 mya Atapuerta jawbone discovered 2008,30008,212.137.36.230,,,
0,212.137.36.230,27598309,471679814,471451749,0,History of Hungary,2012-01-16T14:08:36Z,/* Early history */ Added para about samu oldest human discovered inn Hungary,112701,212.137.36.230,,,
0,212.137.36.230,1141374,471678022,471677854,0,History of Hungary before the Hungarian conquest,2012-01-16T13:54:19Z,/* Stone Age */ Added date samu found,16181,212.137.36.230,,,
0,212.137.36.230,1141374,471677854,464104361,0,History of Hungary before the Hungarian conquest,2012-01-16T13:52:41Z,/* Stone Age */ Added age of oldest archaeological site,16173,212.137.36.230,,,
0,212.137.36.230,33764349,471185531,470238634,0,List of aviators who became ace in a day,2012-01-13T18:40:01Z,/* World War II */ Added triple-ace in a day and double-ace ina day sub-sections,8815,212.137.36.230,,,
0,212.137.36.230,501722,471178862,471177570,0,Flying ace,2012-01-13T17:58:31Z,/* External links */ Added external links to Magnus and Safarik sites,24273,212.137.36.230,,,
0,212.137.36.230,501722,471177570,471023972,0,Flying ace,2012-01-13T17:50:42Z,/* External links */ Added link to Air Aces Homepage,24193,212.137.36.230,,,
0,212.137.36.230,25636,471152290,471015218,0,History of Romania,2012-01-13T15:11:14Z,/* Prehistory */ removed mistaken 0,70188,212.137.36.230,,,
0,212.137.36.230,448467,470621686,468798887,0,Prehistoric Britain,2012-01-10T14:57:50Z,/* Upper Palaeolithic */ Added kent cavern info plus dating of red lady,40346,212.137.36.230,,,
0,212.137.36.230,13485,470618406,470482161,0,History of England,2012-01-10T14:34:44Z,Added Kents Cavern info - earliest modern human in NW Europe,87088,212.137.36.230,,,
0,212.137.36.230,20599016,470442499,470437589,0,Vichy France,2012-01-09T14:49:42Z,/* French colonies and Vichy */ Added more accurate detail on 1940 french colonies in africa going free french with ref,136727,212.137.36.230,,,
0,212.137.36.230,20599016,470437589,470032243,0,Vichy France,2012-01-09T14:17:00Z,/* French colonies and Vichy */ Added date chad joined free french,136406,212.137.36.230,,,
0,212.137.36.230,224524,469696082,469695876,0,Phineas Finn,2012-01-05T11:26:16Z,/* Synopsis */,7189,212.137.36.230,,,
0,212.137.36.230,224524,469695876,455387576,0,Phineas Finn,2012-01-05T11:24:17Z,,7190,212.137.36.230,,,
0,212.137.36.230,8223762,469503101,468967791,0,Historiography of the Christianization of the Roman Empire,2012-01-04T13:08:04Z,/* Julian the Apostate */,52694,212.137.36.230,,,
0,212.137.36.230,2640055,469487367,467901342,0,Greek Empire,2012-01-04T10:37:12Z,/* Hellenistic civilization */,792,212.137.36.230,,,
0,212.137.36.230,30139,468624342,468621526,0,History of Togo,2011-12-30T17:07:13Z,/* League of Nations mandates */ Added date France agreed to independence,22698,212.137.36.230,,,
0,212.137.36.230,30139,468621526,459315884,0,History of Togo,2011-12-30T16:48:15Z,/* League of Nations mandates */ Added date of 1958 election,22553,212.137.36.230,,,
0,212.137.36.230,5448,468619588,458958120,0,History of Cameroon,2011-12-30T16:35:01Z,Added new section `Towards Independence',16040,212.137.36.230,,,
0,212.137.36.230,8022,468613279,468612855,0,History of the Democratic Republic of the Congo,2011-12-30T15:50:44Z,/* The Congo Crisis (1960&ndash;1965) */ Full stop added.,20473,212.137.36.230,,,
0,212.137.36.230,8022,468612855,468611257,0,History of the Democratic Republic of the Congo,2011-12-30T15:48:09Z,/* The Congo Crisis (1960&ndash;1965) */ Added line on Simba rebellion,20476,212.137.36.230,,,
0,212.137.36.230,8022,468611257,468611015,0,History of the Democratic Republic of the Congo,2011-12-30T15:37:16Z,/* The Congo Crisis (1960&ndash;1965) */ Not a coup in July 1960 but a mutiny followed by riots,20250,212.137.36.230,,,
0,212.137.36.230,8022,468611015,468610214,0,History of the Democratic Republic of the Congo,2011-12-30T15:35:31Z,/* The Congo Crisis (1960&ndash;1965) */ Ameded date of coup to 14 Sep 1960 from the inaccurate 'December',20174,212.137.36.230,,,
0,212.137.36.230,8022,468610214,468609912,0,History of the Democratic Republic of the Congo,2011-12-30T15:29:38Z,/* The Congo Crisis (1960&ndash;1965) */ Minor typo plus removed unreferenced line,20172,212.137.36.230,,,
0,212.137.36.230,8022,468609912,468605838,0,History of the Democratic Republic of the Congo,2011-12-30T15:27:35Z,/* The Congo Crisis (1960&ndash;1965) */ Added more accurate info on death of lumumba and more precise dates od defeat of secessionist states,20257,212.137.36.230,,,
0,212.137.36.230,8022,468605838,462140282,0,History of the Democratic Republic of the Congo,2011-12-30T14:58:27Z,/* The Congo Crisis (1960&ndash;1965) */ Added more detail on lead up to independence.,19668,212.137.36.230,,,
0,212.137.36.230,1265393,468604505,468604265,0,Congo Crisis,2011-12-30T14:48:12Z,/* 1959 Leopoldville and Stanleyville Riots */ More precise death toll for Stanleyville riot,52553,212.137.36.230,,,
0,212.137.36.230,1265393,468604265,468603849,0,Congo Crisis,2011-12-30T14:46:31Z,"/* The Roundtable Conference, Brussels 18-27 January 1960 */ Sligt rewording and more precise dates used.",52559,212.137.36.230,,,
0,212.137.36.230,1265393,468603849,468603140,0,Congo Crisis,2011-12-30T14:43:18Z,"/* The Roundtable Conference, Brussels 1960 */ Added actual dates of roundtable meeting",52510,212.137.36.230,,,
0,212.137.36.230,1265393,468603140,468602915,0,Congo Crisis,2011-12-30T14:38:11Z,/* May 1960 elections */ Added precise date of election rather than just giving the month,52496,212.137.36.230,,,
0,212.137.36.230,1265393,468602915,468602553,0,Congo Crisis,2011-12-30T14:36:23Z,/* 1959 Leopoldville and Stanleyville Riots */ Added ref and death toll of jan riots,52487,212.137.36.230,,,
0,212.137.36.230,1265393,468602553,468189501,0,Congo Crisis,2011-12-30T14:33:25Z,/* 1959 Leopoldville Riots */ Added date and ref for stanleyville riots,52332,212.137.36.230,,,
0,212.137.36.230,83496,468593378,468592586,0,Capital punishment by country,2011-12-30T13:19:09Z,/* Capital punishment in the world */ Added Taiwan to 2011 executioners,107128,212.137.36.230,,,
0,212.137.36.230,83496,468592586,468592260,0,Capital punishment by country,2011-12-30T13:11:34Z,/* Capital punishment in the world */ Corrected Sudan ref,107028,212.137.36.230,,,
0,212.137.36.230,83496,468592260,468591781,0,Capital punishment by country,2011-12-30T13:08:40Z,/* Capital punishment in the world */,107007,212.137.36.230,,,
0,212.137.36.230,83496,468591781,468591112,0,Capital punishment by country,2011-12-30T13:04:05Z,/* Capital punishment in the world */ Added Afghanistan to 2011 executioners,106927,212.137.36.230,,,
0,212.137.36.230,83496,468591112,468589843,0,Capital punishment by country,2011-12-30T12:58:05Z,/* Capital punishment in the world */ Added Belarus to 2011 executioners,106821,212.137.36.230,,,
0,212.137.36.230,83496,468589843,468588724,0,Capital punishment by country,2011-12-30T12:48:10Z,/* Capital punishment in the world */ Added Egypt to 2011 executioners,106720,212.137.36.230,,,
0,212.137.36.230,83496,468588724,468110158,0,Capital punishment by country,2011-12-30T12:40:02Z,/* Capital punishment in the world */ Added Iraq 2011 with ref,106640,212.137.36.230,,,
0,212.137.36.230,40494892,468285387,468285166,0,Dissolution of the Soviet Union,2011-12-29T15:43:30Z,/* Central Asian Republics */ reduced image sizes,102145,212.137.36.230,,,
0,212.137.36.230,40494892,468285166,468284840,0,Dissolution of the Soviet Union,2011-12-29T15:42:08Z,/* Estonia */ standardised date format,102145,212.137.36.230,,,
0,212.137.36.230,40494892,468284840,468281867,0,Dissolution of the Soviet Union,2011-12-29T15:40:00Z,/* Baltic republics */ Add image of Edgar Savisaar,102148,212.137.36.230,,,
0,212.137.36.230,40494892,468281867,468281294,0,Dissolution of the Soviet Union,2011-12-29T15:21:43Z,/* Baltic republics */ changed images size and position,101816,212.137.36.230,,,
0,212.137.36.230,40494892,468281294,468279712,0,Dissolution of the Soviet Union,2011-12-29T15:17:40Z,/* Latvia */ Added picture of Ivan Godmanis and expanded section,101805,212.137.36.230,,,
0,212.137.36.230,40494892,468279712,468278193,0,Dissolution of the Soviet Union,2011-12-29T15:06:52Z,/* Lithuania */ Expanded section,101497,212.137.36.230,,,
0,212.137.36.230,40494892,468278193,468276511,0,Dissolution of the Soviet Union,2011-12-29T14:56:51Z,/* Lithuania */ added more info on Landsbergis,101276,212.137.36.230,,,
0,212.137.36.230,40494892,468276511,468275717,0,Dissolution of the Soviet Union,2011-12-29T14:45:26Z,/* Central Asian Republics */ Expanded picture captions,101247,212.137.36.230,,,
0,212.137.36.230,40494892,468275717,468275559,0,Dissolution of the Soviet Union,2011-12-29T14:40:05Z,/* Kazakhstan – Novy Uhzen */,101072,212.137.36.230,,,
0,212.137.36.230,40494892,468275559,468274755,0,Dissolution of the Soviet Union,2011-12-29T14:38:50Z,/* Uzbekistan – Fergana Riots */ Reduced image size,101062,212.137.36.230,,,
0,212.137.36.230,40494892,468274755,468272431,0,Dissolution of the Soviet Union,2011-12-29T14:32:28Z,/* Lithuania */ Added picture of Vytautas Landsbergis,101052,212.137.36.230,,,
0,212.137.36.230,40494892,468272431,468271733,0,Dissolution of the Soviet Union,2011-12-29T14:16:10Z,/* Azerbaijan – Descent into Violence */ Added sumgait rioting image,100827,212.137.36.230,,,
0,212.137.36.230,40494892,468271733,468270686,0,Dissolution of the Soviet Union,2011-12-29T14:11:26Z,/* Congress of Peoples Deputies */ Added picture of Sakharov,100768,212.137.36.230,,,
0,212.137.36.230,40494892,468270686,468270205,0,Dissolution of the Soviet Union,2011-12-29T14:03:25Z,/* Central Asian Republics */ Added links to independence leaders,100624,212.137.36.230,,,
0,212.137.36.230,40494892,468270205,468269912,0,Dissolution of the Soviet Union,2011-12-29T13:59:48Z,/* Uzbekistan – Fergana Riots */,100616,212.137.36.230,,,
0,212.137.36.230,40494892,468269912,468268462,0,Dissolution of the Soviet Union,2011-12-29T13:57:29Z,/* Kazakhstan – Novy Uhzen */ Added picture of Nazerbayev,100560,212.137.36.230,,,
0,212.137.36.230,40494892,468268462,468267392,0,Dissolution of the Soviet Union,2011-12-29T13:46:12Z,/* Ukraine */ Added picture of Kravchuk,100492,212.137.36.230,,,
0,212.137.36.230,40494892,468267392,468265400,0,Dissolution of the Soviet Union,2011-12-29T13:38:15Z,/* Ukraine */ Added info for Ukraine 1990,100399,212.137.36.230,,,
0,212.137.36.230,40494892,468265400,467765312,0,Dissolution of the Soviet Union,2011-12-29T13:24:05Z,Added section for Western Republics for 1990,93755,212.137.36.230,,,
0,212.137.36.230,8551,468072337,468072129,0,David,2011-12-28T12:16:46Z,/* Literature */,64272,212.137.36.230,,,
0,212.137.36.230,8551,468072129,468072021,0,David,2011-12-28T12:14:39Z,/* Literature */,64244,212.137.36.230,,,
0,212.137.36.230,8551,468072021,468071551,0,David,2011-12-28T12:13:34Z,/* Literature */,64267,212.137.36.230,,,
0,212.137.36.230,8551,468071551,468071303,0,David,2011-12-28T12:08:57Z,/* Literature */,64242,212.137.36.230,,,
