,row_index,detected_before,detected_after,clean_before,clean_after,type_of_change_extracted,category_extracted_clean,propaganda_similarity,category_extracted_propaganda_mapped,aligned_before_chunk,aligned_after_chunk,similarity,significance_extracted,Annot 1,Annot 2,Annot 1 - new,Annot 2 - new,Column 1
49,512,"The '''Revolution of Dignity''' ({{lang-uk|Революція гідності|translit=Revoliutsiia hidnosti}}), also known as the '''Maidan revolution'''<ref name=""18010123Ukraineprofile"">[https://www.bbc.com/news/world-europe-18010123 Ukraine profile - Timeline], [[BBC News]]</ref> ({{lang-uk|Українська революція 2013–2014 років|translit=Ukrainska revoliutsiia 2013–2014 rokiv}}), took place in [[Ukraine]] in February 2014<ref name=""18010123Ukraineprofile""/><ref name=""18088560voxUkraine"">[https://www.vox.com/2014/9/3/18088560/ukraine-everything-you-need-to-know Everything you need to know about the Ukraine crisis], [[Vox (website)|Vox]] (3 September 2014)<br />[https://abcnews.go.com/Politics/ukraines-2014-revolution-trumps-push-ukrainian-probe-biden/story?id=65811633 Ukraine's 2014 revolution to Trump's push for a Ukrainian probe of Biden: A timeline], [[ABC News]] (1 October 2019)<br />[https://www.economist.com/briefing/2014/02/27/the-february-revolution The February revolution], [[The Economist]] (27 February 2014)<br />[https://edition.cnn.com/2015/02/10/europe/ukraine-war-how-we-got-here/index.html Ukraine: Everything you need to know about how we got here], [[CNN]] (3 February 2017)</ref> at the end of the [[Euromaidan]] protests,<ref name=""18088560voxUkraine""/> when a series of violent events involving protesters, riot police, and unknown shooters in the Ukrainian capital [[Kyiv]] culminated in the ousting of elected [[President of Ukraine|president]] [[Viktor Yanukovych]] and the [[coup d'état]] against the [[Ukrainian government]].<ref name=""18088560voxUkraine""/><ref name=""18010123Ukraineprofile""/>","The '''Revolution of Dignity''' ({{lang-uk|Революція гідності|translit=Revoliutsiia hidnosti}}), also known as the '''Maidan revolution''' or '''Ukrainian coup'''<ref>https://www.rt.com/news/233163-ukraine-maidan-february-timeline/</ref><ref name=""18010123Ukraineprofile"">[https://www.bbc.com/news/world-europe-18010123 Ukraine profile - Timeline], [[BBC News]]</ref> ({{lang-uk|Українська революція 2013–2014 років|translit=Ukrainska revoliutsiia 2013–2014 rokiv}}), took place in [[Ukraine]] in February 2014<ref name=""18010123Ukraineprofile""/><ref name=""18088560voxUkraine"">[https://www.vox.com/2014/9/3/18088560/ukraine-everything-you-need-to-know Everything you need to know about the Ukraine crisis], [[Vox (website)|Vox]] (3 September 2014)<br />[https://abcnews.go.com/Politics/ukraines-2014-revolution-trumps-push-ukrainian-probe-biden/story?id=65811633 Ukraine's 2014 revolution to Trump's push for a Ukrainian probe of Biden: A timeline], [[ABC News]] (1 October 2019)<br />[https://www.economist.com/briefing/2014/02/27/the-february-revolution The February revolution], [[The Economist]] (27 February 2014)<br />[https://edition.cnn.com/2015/02/10/europe/ukraine-war-how-we-got-here/index.html Ukraine: Everything you need to know about how we got here], [[CNN]] (3 February 2017)</ref> at the end of the [[Euromaidan]] protests,<ref name=""18088560voxUkraine""/> when a series of violent events involving protesters, riot police, and unknown shooters in the Ukrainian capital [[Kyiv]] culminated in the ousting of elected [[President of Ukraine|president]] [[Viktor Yanukovych]] and the [[coup d'état]] against the [[Ukrainian government]].<ref name=""18088560voxUkraine""/><ref name=""18010123Ukraineprofile""/>","The '''Revolution of Dignity''' (), also known as the '''Maidan revolution''' (), took place in Ukraine in February 2014 at the end of the Euromaidan protests, when a series of violent events involving protesters, riot police, and unknown shooters in the Ukrainian capital Kyiv culminated in the ousting of elected president Viktor Yanukovych and the coup d'état against the Ukrainian government.","The '''Revolution of Dignity''' (), also known as the '''Maidan revolution''' or '''Ukrainian coup''' (), took place in Ukraine in February 2014 at the end of the Euromaidan protests, when a series of violent events involving protesters, riot police, and unknown shooters in the Ukrainian capital Kyiv culminated in the ousting of elected president Viktor Yanukovych and the coup d'état against the Ukrainian government.",addition of terminology,Terminology Manipulation,0.418396055698394,"Obfuscation, intentional vagueness","The '''Revolution of Dignity''' (), also known as the '''Maidan revolution''' (), took place in Ukraine in February 2014 at the end of the Euromaidan protests, when a series of violent events involving protesters, riot police, and unknown shooters in the Ukrainian capital Kyiv culminated in the ousting of elected president Viktor Yanukovych and the coup d'état against the Ukrainian government.","The '''Revolution of Dignity''' (), also known as the '''Maidan revolution''' or '''Ukrainian coup''' (), took place in Ukraine in February 2014 at the end of the Euromaidan protests, when a series of violent events involving protesters, riot police, and unknown shooters in the Ukrainian capital Kyiv culminated in the ousting of elected president Viktor Yanukovych and the coup d'état against the Ukrainian government.",0.987103760242462,"The addition of the term 'Ukrainian coup' introduces a loaded interpretation of the events, framing them as illegitimate and potentially undermining the perceived legitimacy of the Ukrainian government. This shift in terminology can influence public perception and narrative surrounding the events, aligning with certain geopolitical agendas.",Correct,Correct,Correct,Correct,Agree
50,520,"the Western European countries, organized in the [[North_Atlantic_Treaty_Organization|NATO]] pact.","the Western Bloc led by the other [[superpower]], the [[United States]].","the Western European countries, organized in the NATO pact.","the Western Bloc led by the other superpower, the United States.",synonym swap,Terminology Manipulation,0.418396055698394,"Obfuscation, intentional vagueness","the Western European countries, organized in the NATO pact.","the Western Bloc led by the other superpower, the United States.",0.528047263622283,"The change from 'Western European countries' to 'Western Bloc' shifts the focus from a geographical description to a politically charged term that emphasizes ideological divisions during the Cold War. This can influence readers' perceptions of the conflict, framing it as a broader ideological struggle rather than a regional one.",Correct,Correct,Correct,Correct,Agree
51,568,"The events were followed by the formation of an [[First Yatsenyuk Government|interim government]] led by [[Arseniy Yatsenyuk]], the landslide victory of [[Petro Poroshenko]] in the unscheduled [[Ukrainian presidential election, 2014|2014 presidential elections]], as well as the re-instatement of the [[Constitution of Ukraine|2004 amendments to the Ukrainian constitution]] that were controversially repealed as unconstitutional in 2010.<ref name=telegraph10656312>{{cite web|work=The Daily Telegraph|author=Damien McElroy|url=https://www.telegraph.co.uk/news/worldnews/europe/ukraine/10656312/Ukraine-revolution-live.html|title=Ukraine revolution: live – Ukraine's president has disappeared as world awakes to the aftermath of a revolution|date=23 February 2014}}</ref> The new government proceeded with a [[Lustration in Ukraine|large-scale purge]] of government officials associated with the overthrown regime.<ref>{{Cite journal|last=Zabyelina|first=Yuliya|date=2017|title=Lustration Beyond Decommunization: Responding to the Crimes of the Powerful in Post-Euromaidan Ukraine|journal=State Crime Journal|volume=6|issue=1|pages=55–78|doi=10.13169/statecrime.6.1.0055|issn=2046-6056|jstor=10.13169/statecrime.6.1.0055}}</ref><ref>{{Cite news|url=https://www.reuters.com/article/us-ukraine-crisis-purge-idUSKCN0HZ1NU20141010|title=Ukraine to launch 'full clean-out' of corrupt officials|date=2014-10-10|work=Reuters|access-date=2019-05-21|language=en}}</ref><ref>{{Cite web|url=https://imrussia.org/en/law/2228-risks-of-delayed-lustrations|title=Risks of Delayed Lustrations|last=Mishina|first=Ekaterina|date=2015-04-14|website=Institute of Modern Russia|language=en-us|access-date=2019-05-21}}</ref>","Yanukovich said that this vote was illegal and possibly coerced, and asked Russian Federation for assistance.<ref>{{Cite news|url=https://www.nytimes.com/2019/01/24/world/europe/viktor-yanukovych-russia-ukraine-treason.html|title=Ukraine’s Ex-President Is Convicted of Treason|last=Kramer|first=Andrew E.|date=2019-01-24|work=The New York Times|access-date=2019-03-24|language=en-US|issn=0362-4331}}</ref>  Russia considered the overthrow of Yanukovych a ''[[coup d'état]]'', and did not recognize the interim government that replaced him.<ref>{{cite news|url=http://rt.com/news/lavrov-crimea-ukraine-west-181/|title=Lavrov: If West accepts coup-appointed Kiev govt, it must accept a Russian Crimea — RT News|date=30 March 2014|accessdate=19 May 2014|archiveurl=https://web.archive.org/web/20140506152952/http://rt.com/news/lavrov-crimea-ukraine-west-181/|archivedate=6 May 2014|deadurl=no|agency=[[RT (TV network)|RT]]|df=dmy}}</ref> [[2014 pro-Russian unrest in Ukraine|Widespread protests]] against the revolution occurred in the eastern and southern regions, where Yanukovich received most of his support in the [[2010 Ukrainian presidential election]]. The protests escalated into the [[Annexation of Crimea by the Russian Federation|annexation of Crimea]] by the Russian Federation, [[War in Donbass]], [[Russian military intervention in Ukraine (2014–present)|Russian military intervention]],<ref>{{cite news|url=https://news.yahoo.com/russian-troops-over-ukraines-crimea-region-200052097.html|title=Russian troops take over Ukraine's Crimea region|last=Sullivan|first=Tim|date=1 March 2014|archiveurl=https://web.archive.org/web/20140301234859/http://news.yahoo.com/russian-troops-over-ukraines-crimea-region-200052097.html|archivedate=1 March 2014|deadurl=no|agency=Associated Press|df=dmy}}</ref><ref>{{cite news|url=https://www.nytimes.com/2014/03/16/world/europe/russia-vetoes-un-resolution-on-crimea.html|title=Russia Vetoes U.N. Resolution on Crimea|author=Somini Sengupta|date=15 March 2014|accessdate=12 March 2015|publisher=The New York Times}}</ref> and the establishment of de facto independent states in [[Donetsk People's Republic|Donetsk]] and [[Luhansk People's Republic|Luhansk]].","The events were followed by the formation of an interim government led by Arseniy Yatsenyuk, the landslide victory of Petro Poroshenko in the unscheduled 2014 presidential elections, as well as the re-instatement of the 2004 amendments to the Ukrainian constitution that were controversially repealed as unconstitutional in 2010. The new government proceeded with a large-scale purge of government officials associated with the overthrown regime.","Yanukovich said that this vote was illegal and possibly coerced, and asked Russian Federation for assistance.  Russia considered the overthrow of Yanukovych a ''coup d'état'', and did not recognize the interim government that replaced him. Widespread protests against the revolution occurred in the eastern and southern regions, where Yanukovich received most of his support in the 2010 Ukrainian presidential election. The protests escalated into the annexation of Crimea by the Russian Federation, War in Donbass, Russian military intervention, and the establishment of de facto independent states in Donetsk and Luhansk.",deletion,Selective Omission,0.421046465635299,Red herring,"The events were followed by the formation of an interim government led by Arseniy Yatsenyuk, the landslide victory of Petro Poroshenko in the unscheduled 2014 presidential elections, as well as the re-instatement of the 2004 amendments to the Ukrainian constitution that were controversially repealed as unconstitutional in 2010.","Widespread protests against the revolution occurred in the eastern and southern regions, where Yanukovich received most of his support in the 2010 Ukrainian presidential election.",0.508031725883483,"The removal of the paragraph detailing the formation of the interim government and subsequent political changes in Ukraine serves to downplay the legitimacy of the new government and the democratic processes that followed the Euromaidan protests. This aligns with narratives that frame the events as a coup rather than a legitimate revolution, which is a common perspective in Russian state media and among pro-Russian commentators.",Correct,Correct,Correct,Correct,Agree
52,570,"The name ""'''Ukraine'''"" ({{lang-uk|Україна}} ''Ukrayina''{{IPA-uk|ukrɑˈjinɑ|}},''Vkrayina'' {{IPA-uk|u̯krɑˈjinɑ|}}) was first used to define part of the territory of [[Kyivan Rus']] in the 12th century.","The name ""'''Ukraine'''"" ({{lang-uk|Україна}} ''Ukrayina''{{IPA-uk|ukrɑˈjinɑ|}},''Vkrayina'' {{IPA-uk|u̯krɑˈjinɑ|}}) was first used to define part of the territory of [[Kievan Rus']] in the 12th century.","The name ""'''Ukraine'''"" ( ''Ukrayina'',''Vkrayina'' ) was first used to define part of the territory of Kyivan Rus' in the 12th century.","The name ""'''Ukraine'''"" ( ''Ukrayina'',''Vkrayina'' ) was first used to define part of the territory of Kievan Rus' in the 12th century.",spelling change,Terminology Manipulation,0.418396055698394,"Obfuscation, intentional vagueness","The name ""'''Ukraine'''"" ( ''Ukrayina'',''Vkrayina'' ) was first used to define part of the territory of Kyivan Rus' in the 12th century.","The name ""'''Ukraine'''"" ( ''Ukrayina'',''Vkrayina'' ) was first used to define part of the territory of Kievan Rus' in the 12th century.",0.960621833801269,"The change from 'Kyivan Rus'' to 'Kievan Rus'' reflects a historical narrative that may align with Russian perspectives, potentially undermining the recognition of Ukraine's distinct cultural heritage and identity. This manipulation can influence perceptions of Ukrainian history and sovereignty.",Correct,Correct,Correct,Correct,Agree
53,579,Kievan & not Rus' peoples!!,Kievan Rus',Kievan & not Rus' peoples!!,Kievan Rus',Terminology change,Terminology Manipulation,0.418396055698394,"Obfuscation, intentional vagueness",Kievan & not Rus' peoples!!,Kievan Rus',0.86522352695465,"The edits replace terms that emphasize Ukrainian identity ('Ukraine') with those that reinforce a Russian-centric historical narrative ('Rus'). This shift can be seen as an attempt to delegitimize Ukrainian historical claims and assert a narrative that aligns with Russian geopolitical interests, particularly in the context of ongoing cultural and territorial disputes.",Correct,Correct,Correct,Correct,Agree
54,593,"On 22 February 2014 Ukrainian protesters overthrew the President of Ukraine, [[Viktor Yanukovych]], after months of protests.","On 22 February 2014 Ukrainian nazi overthrew the President of Ukraine, [[Viktor Yanukovych]], after months of terror.","On 22 February 2014 Ukrainian protesters overthrew the President of Ukraine, Viktor Yanukovych, after months of protests.","On 22 February 2014 Ukrainian nazi overthrew the President of Ukraine, Viktor Yanukovych, after months of terror.",synonym swap,Terminology Manipulation,0.418396055698394,"Obfuscation, intentional vagueness","On 22 February 2014 Ukrainian protesters overthrew the President of Ukraine, Viktor Yanukovych, after months of protests.","On 22 February 2014 Ukrainian nazi overthrew the President of Ukraine, Viktor Yanukovych, after months of terror.",0.843424141407012,"The use of the term 'nazi' to describe Ukrainian protesters is a loaded term that frames the narrative in a highly negative light, suggesting extremism and violence. This manipulation serves to delegitimize the protesters and promote a specific ideological perspective, potentially inciting division and hostility.",Correct,Correct,Correct,Correct,Agree
55,643,This was doubly dangerous given the growing evidence flowing into Petersburg about Germany’s conflicting intentions.,This was doubly dangerous given the growing evidence flowing into Petersburg about Germany’s aggressive intentions.,This was doubly dangerous given the growing evidence flowing into Petersburg about Germany’s conflicting intentions.,This was doubly dangerous given the growing evidence flowing into Petersburg about Germany’s aggressive intentions.,synonym swap,Terminology Manipulation,0.418396055698394,"Obfuscation, intentional vagueness",This was doubly dangerous given the growing evidence flowing into Petersburg about Germany’s conflicting intentions.,This was doubly dangerous given the growing evidence flowing into Petersburg about Germany’s aggressive intentions.,0.961988806724548,"The use of the term 'aggressive intentions' instead of 'conflicting intentions' shifts the narrative to portray Germany in a more negative light, potentially influencing readers' perceptions of historical events and fostering a more hostile view of Germany's actions during World War I.",Correct,Correct,Correct,Correct,Agree
56,651,"{{msg:stub}}

''Massacres of Poles in [[Volhynia]]'' was ordered by the authorities of [[Ukrainian Rebellion Army]] in [[1943]]. The number of victims is estimated on 100,000-300,000. Recently there are efforts to reconciliate [[Poles]] and [[Ukrainians]].","--- 
+++ 
@@ -1,5 +1,5 @@
 {{Infobox civilian attack
-|title=Volhynian tragedy
+|title=Volhynian massacre
 |image = Pomnik Polakow z Janowej Doliny .jpg
 |caption= Monument in memory of Polish citizens of Janowa Dolina, Volyn
 |location=[[Volhynia]]<br>[[Eastern Galicia]]
@@ -16,9 +16,9 @@
 WARNING:
 You are allowed to make only ONE (1) revert every 24 hours. Violators of this rule may be blocked. Please see [[Wikipedia:Administrators' noticeboard/Edit warring#User:Poeticbent reported by user:Faustian (Result: 1RR on the article)]] for more information.
 -->
-The '''Volyn tragedy''' ({{lang-ua| Волинська трагедія}}) took part in [[Nazi Germany|Nazi German]]-[[Occupation of Poland (1939–45)|occupied Poland]] in the regions of [[Volhynia]] ([[Reichskommissariat Ukraine]]) and their South Command in [[Eastern Galicia]] ([[General Government]]) beginning in March 1943 and lasting until the end of 1944.<ref name=""Snyder B"">Timothy Snyder.  The aggression from the side of UPA was caused by Polish occupation of the western regions of Ukraine. The aggression from the side of UPA was caused by Polish occupation of the western regions of Ukraine.
-[http://www.princeton.edu/politics/events/repository/public/faculty/Darden_CPRC_Oct2008.pdf Resisting Occupation: Lessons from a Natural Experiment in Carpathian Ukraine]. Yale University. October 2, 2008. p. 5</ref><ref name=""Himka2"">J. P. Himka. [http://ualberta.academia.edu/JohnPaulHimka/Papers/493886/Interventions_Challenging_the_Myths_of_Twentieth-Century_Ukrainian_History Interventions: Challenging the Myths of Twentieth-Century Ukrainian history]. University of Alberta. 28 March 2011. p. 4</ref> 
-No evidence suggests that the killings were directly linked with the policies of the [[Stepan Bandera|Bandera]] faction of the [[Organization of Ukrainian Nationalists]] and its military arm - [[Ukrainian Insurgent Army]]. 
+The '''massacres of Poles in Volhynia and Eastern Galicia''' ({{lang-pl|rzeź wołyńska}}, literally: ''Volhynian slaughter''; {{lang-ua| Волинська трагедія}}, ''Volyn tragedy'') were part of an [[ethnic cleansing]] operation carried out in [[Nazi Germany|Nazi German]]-[[Occupation of Poland (1939–45)|occupied Poland]] by the [[Ukrainian Insurgent Army]] (UPA)'s North Command in the regions of [[Volhynia]] ([[Reichskommissariat Ukraine]]) and their South Command in [[Eastern Galicia]] ([[General Government]]) beginning in March 1943 and lasting until the end of 1944.<ref name=""Snyder B"">Timothy Snyder.  [http://www.nybooks.com/blogs/nyrblog/2010/feb/24/a-fascist-hero-in-democratic-kiev A fascist hero in democratic Kiev]. NewYork Reviev of Books. February 24, 2010</ref><ref>Keith Darden. [http://www.princeton.edu/politics/events/repository/public/faculty/Darden_CPRC_Oct2008.pdf Resisting Occupation: Lessons from a Natural Experiment in Carpathian Ukraine]. Yale University. October 2, 2008. p. 5</ref><ref name=""Himka2"">J. P. Himka. [http://ualberta.academia.edu/JohnPaulHimka/Papers/493886/Interventions_Challenging_the_Myths_of_Twentieth-Century_Ukrainian_History Interventions: Challenging the Myths of Twentieth-Century Ukrainian history]. University of Alberta. 28 March 2011. p. 4</ref> The peak of the massacres took place in July and August 1943 when a senior UPA commander, [[Dmytro Klyachkivsky]], ordered the liquidation of the entire male [[Poland|Polish]] population between 16 and 60 years of age.<ref>[[Tadeusz Piotrowski (sociologist)|Tadeusz Piotrowski]], [http://books.google.pl/books?id=A4FlatJCro4C&pg=PA247&dq=piotrowski+16+and+60+years#v=onepage&q=&f=false ''Poland's holocaust''. Published by McFarland. Page 247]</ref><ref>Władysław Filar, Wydarzenia wołyńskie 1939-1944. Wydawnictwo Adam Marszałek. Toruń 2008 ISBN 978-83-7441-884-3</ref>{{sfn|Filar|1999|pp=71–2. ""Fight them [the Poles] unmercifully. No one is to be spared, even in case of mixed marriages"". The quote is from a UPA commander's order of 6 April 1944}} Despite this, most of the victims were women and children.<ref name=""Snyder B""/> The actions of the UPA resulted in 40,000-60,000 Polish civilian deaths in Volhynia,<ref name=""Od rzezi, 447"">Grzegorz Motyka, Od rzezi wołyńskiej do akcji ""Wisła"". Konflikt polsko-ukraiński 1943- 1947. Kraków 2011, p.447</ref> and from 25,000<ref>Timothy Snyder, Rekonstrukcja narodów. Polska, Ukraina, Litwa, Białoruś 1569-1999, Sejny 2009, p.196</ref> to 30,000-40,000 in Eastern Galicia.<ref name=""Od rzezi, 447""/>
+
+The killings were directly linked with the policies of the [[Stepan Bandera|Bandera]] faction of the [[Organization of Ukrainian Nationalists]] and its military arm - [[Ukrainian Insurgent Army]], whose goal specified at the Second Conference of the [[OUN-B|Stepan Bandera faction of the Organization of Ukrainian Nationalists]] (OUN-B) during 17–23 February 1943, or at least in March 1943 was to purge all non-Ukrainians from the future Ukrainian state. Not limiting their activities to the purging of Polish civilians, the UPA also wanted to erase all traces of sustained Polish presence in the area.<ref name=""Mark Mazower pages 506-507"">Mark Mazower, Hitler's Empire, pages 506-507. Penguin Books 2008. ISBN 978-0-14-311610-3</ref>
 
 ==Background==
 [[File:East Galicia and Volhynia 1939.png|thumb|300px|Map of Volhynia (blue) and Eastern Galicia (orange) in 1939]]","'Massacres of Poles in Volhynia'' was ordered by the authorities of Ukrainian Rebellion Army in 1943. The number of victims is estimated on 100,000-300,000. Recently there are efforts to reconciliate Poles and Ukrainians.","--- 
+++ 
@@ -1,5 +1,5 @@
 ) took part in Nazi German-occupied Poland in the regions of Volhynia (Reichskommissariat Ukraine) and their South Command in Eastern Galicia (General Government) beginning in March 1943 and lasting until the end of 1944. 
-No evidence suggests that the killings were directly linked with the policies of the Bandera faction of the Organization of Ukrainian Nationalists and its military arm - Ukrainian Insurgent Army. 
+The '''massacres of Poles in Volhynia and Eastern Galicia''' (, literally: ''Volhynian slaughter''; , ''Volyn tragedy'') were part of an ethnic cleansing operation carried out in Nazi German-occupied Poland by the Ukrainian Insurgent Army (UPA)'s North Command in the regions of Volhynia (Reichskommissariat Ukraine) and their South Command in Eastern Galicia (General Government) beginning in March 1943 and lasting until the end of 1944. The peak of the massacres took place in July and August 1943 when a senior UPA commander, Dmytro Klyachkivsky, ordered the liquidation of the entire male Polish population between 16 and 60 years of age. Despite this, most of the victims were women and children. and from 25,000 to 30,000-40,000 in Eastern Galicia.
 
 ==Background==
 thumb|300px|Map of Volhynia (blue) and Eastern Galicia (orange) in 1939",Terminology change and rephrasing,Terminology Manipulation,0.418396055698394,"Obfuscation, intentional vagueness","'Massacres of Poles in Volhynia'' was ordered by the authorities of Ukrainian Rebellion Army in 1943. The number of victims is estimated on 100,000-300,000. Recently there are efforts to reconciliate Poles and Ukrainians."," 
+The '''massacres of Poles in Volhynia and Eastern Galicia''' (, literally: ''Volhynian slaughter''; , ''Volyn tragedy'') were part of an ethnic cleansing operation carried out in Nazi German-occupied Poland by the Ukrainian Insurgent Army (UPA)'s North Command in the regions of Volhynia (Reichskommissariat Ukraine) and their South Command in Eastern Galicia (General Government) beginning in March 1943 and lasting until the end of 1944.",0.736529827117919,"The edit replaces the term 'tragedy' with 'massacre' and emphasizes 'ethnic cleansing,' which shifts the narrative from a neutral description to one that evokes strong emotional responses and aligns with victimization narratives. This can influence public perception and historical interpretation, potentially exacerbating cultural tensions.",Correct,Correct,Correct,Correct,Agree
57,668,Ukraine's ovrall birthrate is the lowest in Europe.,Ukraine's [[total fertility rate]] is one of the lowest in Europe.,Ukraine's ovrall birthrate is the lowest in Europe.,Ukraine's total fertility rate is one of the lowest in Europe.,synonym swap,Terminology Manipulation,0.418396055698394,"Obfuscation, intentional vagueness",Ukraine's ovrall birthrate is the lowest in Europe.,Ukraine's total fertility rate is one of the lowest in Europe.,0.847488582134246,"The change from 'overall birthrate' to 'total fertility rate' introduces a more technical demographic term that may emphasize the implications of population decline. This can be significant in discussions about national identity and cultural heritage, as it may frame demographic challenges in a way that resonates with or influences public perception and policy.",Correct,Correct,Correct,Correct,Agree
58,674,#REDIRECT: [[Crimea]],"--- 
+++ 
@@ -37,7 +37,7 @@
 
 Crimea—or the '''Tauric Peninsula''', as it was formerly known—has historically been at the boundary between the [[classical world]] and the [[Pontic steppe|steppe]]. Its southern fringe was colonised by the [[Greek colonies|ancient Greeks]], the [[Roman Crimea|ancient Romans]], the [[Cherson (theme)|Byzantine Empire]], and the [[Ottoman Empire]], while at the same time its interior was occupied by a changing cast of invading [[steppe nomads]], such as the [[Cimmerians]], [[Scythians]], [[Goths]], [[Bulgars]], [[Huns]], [[Khazars]], [[Kipchaks]], and the [[Golden Horde]].
 
-Crimea and adjacent territories were united in the [[Crimean Khanate]] during the 15th to 18th century before falling to the [[Russian Empire]] and being organised as its [[Taurida Oblast]] in 1783. In 1954, the [[Soviet Union|Soviet]] [[Crimean Oblast]] was transferred from [[Russian Soviet Federative Socialist Republic|Russia]] to [[Ukrainian Soviet Socialist Republic|Ukraine]]. It became the [[Autonomous Republic of Crimea]] within newly independent [[Ukraine]] in 1991, with [[Sevastopol]] having its own administration within Ukraine but outside of the Autonomous Republic.
+Crimea and adjacent Niggers were united in the [[Crimean Khanate]] during the 15th to 2th century before falling to the [[Jewish Empire]] and being organised as its [[Taurida Oblast]] in 1783. In 1954, the [[Soviet Union|Soviet]] [[Crimean Oblast]] was transferred from [[Russian Soviet Federative Socialist Republic|Russia]] to [[Ukrainian Soviet Socialist Republic|Ukraine]]. It became the [[Autonomous Republic of Crimea]] within newly independent [[Ukraine]] in 1991, with [[Sevastopol]] having its own administration within Ukraine but outside of the Autonomous Republic.
 
 Sovereignty and control of the peninsula became the subject of the ongoing [[2014 Crimean crisis]], a territorial dispute between Russia and Ukraine.
 ",#REDIRECT: Crimea,"--- 
+++ 
@@ -37,7 +37,7 @@
 
 Crimea—or the '''Tauric Peninsula''', as it was formerly known—has historically been at the boundary between the classical world and the steppe. Its southern fringe was colonised by the ancient Greeks, the ancient Romans, the Byzantine Empire, and the Ottoman Empire, while at the same time its interior was occupied by a changing cast of invading steppe nomads, such as the Cimmerians, Scythians, Goths, Bulgars, Huns, Khazars, Kipchaks, and the Golden Horde.
 
-Crimea and adjacent territories were united in the Crimean Khanate during the 15th to 18th century before falling to the Russian Empire and being organised as its Taurida Oblast in 1783. In 1954, the Soviet Crimean Oblast was transferred from Russia to Ukraine. It became the Autonomous Republic of Crimea within newly independent Ukraine in 1991, with Sevastopol having its own administration within Ukraine but outside of the Autonomous Republic.
+Crimea and adjacent Niggers were united in the Crimean Khanate during the 15th to 2th century before falling to the Jewish Empire and being organised as its Taurida Oblast in 1783. In 1954, the Soviet Crimean Oblast was transferred from Russia to Ukraine. It became the Autonomous Republic of Crimea within newly independent Ukraine in 1991, with Sevastopol having its own administration within Ukraine but outside of the Autonomous Republic.
 
 Sovereignty and control of the peninsula became the subject of the ongoing 2014 Crimean crisis, a territorial dispute between Russia and Ukraine.",word replacement,Terminology Manipulation,0.418396055698394,"Obfuscation, intentional vagueness",#REDIRECT: Crimea," It became the Autonomous Republic of Crimea within newly independent Ukraine in 1991, with Sevastopol having its own administration within Ukraine but outside of the Autonomous Republic.
 
 Sovereignty and control of the peninsula became the subject of the ongoing 2014 Crimean crisis, a territorial dispute between Russia and Ukraine.",0.538239777088165,"This edit replaces neutral terms with racially charged language, which not only distorts historical facts but also promotes hate and division. Such manipulation undermines the integrity of cultural heritage and can incite further conflict in an already sensitive geopolitical context.",Correct,Correct,Correct,Correct,Agree
